ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Age group,Gender,Literacy rate
2648,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,82.8
2649,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,75.7
2650,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,69
2651,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,84.7
2652,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,77.1
2653,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,76.5
2654,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,88.2
2655,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,82.5
2656,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,78
2657,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,90.7
2658,India,22,Chhattisgarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,84.4
2659,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,67.4
2660,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,80.4
2661,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,74.1
2662,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,68.2
2663,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,81.8
2664,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,75.2
2665,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,70
2666,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,82.2
2667,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,76.2
2668,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,70.9
2669,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,83.8
2670,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,77.5
2671,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,80.7
2672,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,90.1
2673,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,85.4
2674,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,82.6
2675,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,92.5
2676,India,22,Chhattisgarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,87.6
2677,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,67.1
2678,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,82.6
2679,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,75
2680,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,67.7
2681,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,84.3
2682,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,76.1
2683,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,70
2684,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,84.2
2685,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,77.2
2686,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,70.8
2687,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,86
2688,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,78.4
2689,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,83
2690,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,91.8
2691,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,87.3
2692,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,84.2
2693,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,93.8
2694,India,22,Chhattisgarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,88.9
2695,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,66.9
2696,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,81.1
2697,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,74.2
2698,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,67.9
2699,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,82.5
2700,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,75.3
2701,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,69.5
2702,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,82.9
2703,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,76.3
2704,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,70.5
2705,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,84.3
2706,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,77.5
2707,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,80.1
2708,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,90.3
2709,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,85.3
2710,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,81.7
2711,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,91.8
2712,India,22,Chhattisgarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,86.8
2713,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,68.2
2714,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,82.4
2715,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,75.2
2716,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,69.9
2717,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,84.2
2718,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,77
2719,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,70.3
2720,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,83.5
2721,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,76.8
2722,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,71.9
2723,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,85.4
2724,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,78.6
2725,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,79.1
2726,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,88.1
2727,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,83.6
2728,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,80.4
2729,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,90.2
2730,India,22,Chhattisgarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,85.3
2731,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,67.5
2732,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,81.3
2733,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,74.5
2734,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,69
2735,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,83
2736,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,76.2
2737,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,69.9
2738,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,82.9
2739,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,76.5
2740,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,female,71.4
2741,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,male,84.6
2742,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,person,78.2
2743,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,female,79.9
2744,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,male,89.8
2745,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,person,84.8
2746,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,female,81.1
2747,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,male,91.7
2748,India,22,Chhattisgarh,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,person,86.4
2749,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,female,67.2
2750,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,male,83.4
2751,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,persons,75.3
2752,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,female,68.2
2753,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,male,85
2754,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,persons,76.6
2755,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,female,69.6
2756,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,male,84.5
2757,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,persons,77.1
2758,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,female,70.6
2759,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,male,86.2
2760,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,persons,78.5
2761,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,female,79.8
2762,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,male,88.8
2763,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,persons,84.5
2764,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,female,81.1
2765,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,male,90.7
2766,India,22,Chhattisgarh,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,86.1
2767,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,60
2768,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,78.4
2769,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,69.7
2770,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,59.8
2771,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,78.9
2772,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,69.8
2773,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,65.2
2774,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,81.3
2775,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,73.6
2776,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,65.3
2777,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,81.9
2778,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,74
2779,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,80.4
2780,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,90.5
2781,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,85.6
2782,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,81.4
2783,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,91.3
2784,India,23,Madhya Pradesh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,86.5
2785,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,61.4
2786,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,78.2
2787,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,70.2
2788,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,61.3
2789,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,79.2
2790,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,70.7
2791,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,66.9
2792,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,81.7
2793,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,74.7
2794,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,67
2795,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,82.7
2796,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,75.2
2797,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,82.2
2798,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,91.6
2799,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,87.1
2800,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,82.7
2801,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,92.6
2802,India,23,Madhya Pradesh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,87.8
2803,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,62.2
2804,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,80.7
2805,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,71.7
2806,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,62.4
2807,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,81.8
2808,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,72.3
2809,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,67
2810,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,83.7
2811,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,75.6
2812,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,67.5
2813,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,84.8
2814,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,76.4
2815,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,80
2816,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,91.5
2817,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,86.1
2818,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,81.2
2819,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,92.6
2820,India,23,Madhya Pradesh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,87.2
2821,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,60.5
2822,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,79.7
2823,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,70.4
2824,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,60.5
2825,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,80.8
2826,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,70.9
2827,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,66.6
2828,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,82.8
2829,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,74.9
2830,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,66.9
2831,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,84.1
2832,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,75.7
2833,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,82.6
2834,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,91.1
2835,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,86.9
2836,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,83.4
2837,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,93
2838,India,23,Madhya Pradesh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,88.2
2839,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,63.3
2840,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,79.6
2841,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,71.6
2842,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,64.2
2843,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,81.2
2844,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,72.9
2845,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,67.6
2846,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,82.7
2847,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,75.4
2848,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,68.7
2849,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,84.3
2850,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,76.7
2851,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,80.9
2852,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,91.9
2853,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,86.7
2854,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,82.3
2855,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,93.2
2856,India,23,Madhya Pradesh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,88
2857,India,23,Madhya Pradesh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,62.1
